time,name,x,y,z,a,b,c,w
1573605509.1659998894,SBOX,3.691867828369140625,0.66983509063720703125,3.1070191860198974609,0.013636899180710315704,-0.80208438634872436523,0.005141020752489566803,0.5970325469970703125
1573605509.1740000248,SBOX,3.6918847560882568359,0.6698582768440246582,3.1069912910461425781,0.013411805033683776855,-0.80211567878723144531,0.0052783661521971225739,0.59699422121047973633
1573605509.1809999943,SBOX,3.6919064521789550781,0.66989457607269287109,3.1069593429565429688,0.013213326223194599152,-0.80218291282653808594,0.0052877692505717277527,0.59690833091735839844
1573605509.1900000572,SBOX,3.6919226646423339844,0.66991984844207763672,3.1069355010986328125,0.013007652945816516876,-0.80223864316940307617,0.005418356042355298996,0.59683680534362792969
1573605509.1989998817,SBOX,3.6919524669647216797,0.66996628046035766602,3.1068994998931884766,0.01266959216445684433,-0.80233097076416015625,0.005559315904974937439,0.5967184901237487793
1573605509.2070000172,SBOX,3.6919529438018798828,0.6699822545051574707,3.1068899631500244141,0.012590151280164718628,-0.80232816934585571289,0.0056153903715312480927,0.5967235565185546875
1573605509.2149999142,SBOX,3.6919355392456054688,0.66998589038848876953,3.1068708896636962891,0.01262607332319021225,-0.80228799581527709961,0.0057703526690602302551,0.59677535295486450195
1573605509.2239999771,SBOX,3.6919357776641845703,0.66999280452728271484,3.1068661212921142578,0.012604578398168087006,-0.8022734522819519043,0.0058032944798469543457,0.59679508209228515625
1573605509.2309999466,SBOX,3.6919093132019042969,0.66994506120681762695,3.1068847179412841797,0.012724199332296848297,-0.80225455760955810547,0.005768113303929567337,0.59681838750839233398
1573605509.2400000095,SBOX,3.6918849945068359375,0.66988492012023925781,3.1069400310516357422,0.013075581751763820648,-0.80219238996505737305,0.0056176255457103252411,0.59689545631408691406
1573605509.2479999065,SBOX,3.6918661594390869141,0.66985177993774414063,3.1069936752319335938,0.013412275351583957672,-0.80215048789978027344,0.0053081307560205459595,0.59694689512252807617
1573605509.2569999695,SBOX,3.6918811798095703125,0.66985666751861572266,3.1069920063018798828,0.013407878577709197998,-0.80214112997055053711,0.0052586500532925128937,0.59696012735366821289
1573605509.2650001049,SBOX,3.6918973922729492188,0.66987586021423339844,3.1069643497467041016,0.013219474814832210541,-0.80218398571014404297,0.0053695137612521648407,0.59690582752227783203
