x,y,z,speed,acceleration,curvature,curvature_change_rate,time,theta,gear,s,throttle,brake,steering
336863.020625, 3449336.42902, 14.9837742713, 0.170000001788, 1.02814230291, 0.0, 0.0, 1600653221.5417, -2.65763758599, 1, 0.0232999997586, 15.0, 0.0, 0.0
336863.01539, 3449336.42629, 14.9837773291, 0.219999998808, 0.972207564691, 0.0, 0.0, 1600653221.5515, -2.65766362453, 1, 0.0254999997467, 15.0, 0.0, 0.0
336863.010061, 3449336.42353, 14.9837980267, 0.219999998808, 0.998375183946, 0.0, 0.0, 1600653221.5614, -2.65766110994, 1, 0.0276999997348, 15.0, 0.0, 0.0
336863.00464, 3449336.42074, 14.9838386913, 0.219999998808, 0.952453663428, 0.0, 0.0, 1600653221.5716, -2.65769016652, 1, 0.0298999997228, 15.0, 0.0, 0.0
336862.999129, 3449336.41791, 14.9838932586, 0.219999998808, 0.921379138427, 0.0, 0.0, 1600653221.5815, -2.65770550826, 1, 0.0320999997109, 15.0, 0.0, 0.0
336862.993527, 3449336.41506, 14.9839535487, 0.219999998808, 0.959823605348, 0.0, 0.0, 1600653221.5917, -2.65770493068, 1, 0.034299999699, 15.0, 0.0, 0.0
336862.987839, 3449336.41217, 14.9840088624, 0.219999998808, 0.884842491408, 0.0, 0.0, 1600653221.6018, -2.65772355959, 1, 0.0364999996871, 15.0, 0.0, 0.0
336862.982072, 3449336.40925, 14.9840525185, 0.219999998808, 0.88344497408, 0.0, 0.0, 1600653221.6114, -2.65774334224, 1, 0.0386999996752, 15.0, 0.0, 0.0
336862.976226, 3449336.40628, 14.984087391, 0.280000001192, 0.861981741009, 0.0, 0.0, 1600653221.6215, -2.6577757504, 1, 0.0414999996871, 13.0, 0.0, 0.0
336862.970207, 3449336.40327, 14.9841003755, 0.280000001192, 0.843948017891, 0.0, 0.0, 1600653221.6316, -2.65779008135, 1, 0.044299999699, 13.0, 0.0, 0.0
336862.964115, 3449336.40021, 14.9840980105, 0.280000001192, 0.838783838162, 0.0, 0.0, 1600653221.6414, -2.65783941821, 1, 0.0470999997109, 13.0, 0.0, 0.0
336862.957957, 3449336.39711, 14.9840748211, 0.280000001192, 0.735349654511, 0.0, 0.0, 1600653221.6517, -2.65787605391, 1, 0.0498999997228, 13.0, 0.0, 0.0
336862.951741, 3449336.39396, 14.98403941, 0.340000003576, 0.743637639686, 0.0, 0.0, 1600653221.6616, -2.65793307819, 1, 0.0532999997586, 10.0, 0.0, 0.0
336862.945469, 3449336.39075, 14.9840049766, 0.340000003576, 0.74530114791, 0.0, 0.0, 1600653221.6716, -2.65799101115, 1, 0.0566999997944, 10.0, 0.0, 0.0
336862.939138, 3449336.3875, 14.9839738093, 0.340000003576, 0.738300842722, 0.0, 0.0, 1600653221.6815, -2.65805846739, 1, 0.0600999998301, 10.0, 0.0, 0.0
